Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
  87:  1fy1-A 22.4  2.2  182   225   30 PDB  MOLECULE: HEPARIN-BINDING PROTEIN;                                   
  88:  5lyo-C 22.4  2.0  187   255   32 PDB  MOLECULE: SUPPRESSOR OF TUMORIGENICITY 14 PROTEIN;                   
  89:  1gpz-A 22.3  2.1  182   368   30 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
  90:  4kkd-B 22.1  2.1  189   405   30 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
  91:  1b0f-A 22.1  2.1  178   218   28 PDB  MOLECULE: PROTEIN (ELASTASE);                                        
  92:  1fuj-A 22.0  2.1  178   221   34 PDB  MOLECULE: PR3;                                                       
  93:  1cvw-H 22.0  2.3  188   255   32 PDB  MOLECULE: COAGULATION FACTOR VIIA (LIGHT CHAIN) (DES-GLA);           
  94:  4cre-A 22.0  2.5  186   238   35 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
  95:  1pq5-A 22.0  2.4  183   225   30 PDB  MOLECULE: TRYPSIN;                                                   
  96:  5gvt-A 22.0  2.4  186   236   35 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  97:  6i44-A 21.8  2.5  186   596   35 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  98:  3k65-B 21.7  2.0  182   274   31 PDB  MOLECULE: PROTHROMBIN;                                               
  99:  5o32-I 21.7  2.3  185   241   32 PDB  MOLECULE: COMPLEMENT C3;                                             
 100:  2olg-A 21.6  2.1  185   276   31 PDB  MOLECULE: PRO-PHENOLOXIDASE ACTIVATING ENZYME-I;                     
 101:  4qt8-C 21.6  2.5  183   231   31 PDB  MOLECULE: MACROPHAGE-STIMULATING PROTEIN RECEPTOR;                   
 102:  1lto-A 21.5  2.3  182   243   35 PDB  MOLECULE: ALPHA TRYPTASE I;                                          
 103:  1mkw-K 21.5  2.3  190   287   33 PDB  MOLECULE: ALPHA-THROMBIN;                                            
 104:  2xxl-A 21.5  2.2  189   354   31 PDB  MOLECULE: GRAM-POSITIVE SPECIFIC SERINE PROTEASE, ISOFORM B          
 105:  4igd-A 21.5  2.4  186   397   31 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
 106:  5dj7-A 21.4  2.5  184   230   28 PDB  MOLECULE: TRYPSIN;                                                   
 107:  5i25-A 21.3  2.4  180   596   36 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
 108:  4bxw-B 21.3  2.5  189   288   29 PDB  MOLECULE: FACTOR XA;                                                 
 109:  5wi6-B 21.3  2.4  181   245   35 PDB  MOLECULE: TRYPTASE ALPHA/BETA-1;                                     
 110:  4wjg-2 21.2  1.8  181   310   24 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 111:  4a5t-S 21.1  2.6  182   767   42 PDB  MOLECULE: PLASMINOGEN;                                               
 112:  2xrc-A 21.0  2.1  162   461   35 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 113:  2xrc-B 20.8  2.3  174   485   34 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 114:  4lk4-A 20.7  2.4  180   326   24 PDB  MOLECULE: VESB PROTEASE;                                             
 115:  4duu-A 20.3  2.7  182   682   42 PDB  MOLECULE: PLASMINOGEN;                                               
 116:  3h5c-B 20.3  2.5  184   312   23 PDB  MOLECULE: PROTEIN Z-DEPENDENT PROTEASE INHIBITOR;                    
 117:  2i6q-A 20.2  2.6  191   503   28 PDB  MOLECULE: COMPLEMENT C2A FRAGMENT;                                   
 118:  2xrc-D 19.9  2.3  172   464   35 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 119:  4f4o-C 19.7  1.8  181   309   25 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 120:  4bxs-A 19.2  2.4  166   248   31 PDB  MOLECULE: FACTOR X-LIKE PROTEASE;                                    
 121:  5edm-A 18.4  2.8  194   550   31 PDB  MOLECULE: PROTHROMBIN;                                               
 122:  2b9l-A 18.4  2.7  187   372   31 PDB  MOLECULE: PROPHENOLOXIDASE ACTIVATING FACTOR;                        
 123:  1p3c-A 17.6  2.7  169   215   15 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
 124:  2xrc-C 17.3  2.1  158   454   34 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 125:  4ink-A 16.9  2.3  158   203   12 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
 126:  1qy6-A 16.9  2.3  161   216   12 PDB  MOLECULE: SERINE PROTEASE;                                           
 127:  3wy8-A 16.2  2.8  173   219   12 PDB  MOLECULE: SERINE PROTEASE;                                           
 128:  3lgu-A 16.2  2.7  150   191   21 PDB  MOLECULE: PROTEASE DEGS;                                             
 129:  4ynn-A 16.2  2.7  161   400   16 PDB  MOLECULE: PROTEASE DO;                                               
 130:  2as9-A 16.2  2.5  157   207   13 PDB  MOLECULE: SERINE PROTEASE;                                           
 131:  1ezx-C 16.1  2.0  138   140   43 PDB  MOLECULE: ALPHA-1-ANTITRYPSIN;                                       
 132:  3cp7-A 16.1  2.7  171   216   13 PDB  MOLECULE: ALKALINE SERINE PROTEASE AL20;                             
 133:  2z9i-A 15.7  2.5  156   284   17 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
 134:  4fln-B 15.7  2.8  160   464   18 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
 135:  3nwu-B 15.6  2.2  144   183   16 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
 136:  1agj-A 15.4  2.5  157   242   20 PDB  MOLECULE: EPIDERMOLYTIC TOXIN A;                                     
 137:  1l1j-A 15.1  2.6  157   226   13 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
 138:  1te0-A 15.0  2.9  157   318   19 PDB  MOLECULE: PROTEASE DEGS;                                             
 139:  5c2z-A 15.0  2.6  161   248   16 PDB  MOLECULE: EXFOLIATIVE TOXIN D2;                                      
 140:  1soz-C 14.8  2.7  158   257   20 PDB  MOLECULE: PROTEASE DEGS;                                             
 141:  1qtf-A 14.7  2.7  159   246   14 PDB  MOLECULE: EXFOLIATIVE TOXIN B;                                       
 142:  2w5e-A 14.4  2.3  141   162   11 PDB  MOLECULE: PUTATIVE SERINE PROTEASE;                                  
 143:  2kai-B 14.3  1.8  128   152   60 PDB  MOLECULE: KALLIKREIN A;                                              
 144:  1ky9-B 13.9  2.7  159   396   13 PDB  MOLECULE: PROTEASE DO;                                               
 145:  4nsy-B 13.7  3.1  170   266   15 PDB  MOLECULE: LYSYL ENDOPEPTIDASE;                                       
 146:  1zyo-A 13.3  3.2  152   184   15 PDB  MOLECULE: SERINE PROTEASE;                                           
 147:  3ak5-A 13.1  2.7  157   970   15 PDB  MOLECULE: HEMOGLOBIN-BINDING PROTEASE HBP;                           
 148:  6bjr-A 12.9  2.9  190   575   31 PDB  MOLECULE: PROTHROMBIN;                                               
 149:  1qa7-B 12.7  2.8  160   218   13 PDB  MOLECULE: HAV 3C PROTEINASE;                                         
 150:  2j92-A 12.7  2.9  150   201   14 PDB  MOLECULE: PICORNAIN 3C;                                              
 151:  2ijd-1 12.2  3.1  147   644   14 PDB  MOLECULE: PICORNAIN 3C, RNA-DIRECTED RNA POLYMERASE;                 
 152:  1kdq-A 11.9  2.0  108   130   32 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 153:  2qaa-A 11.9  3.0  147   186   18 PDB  MOLECULE: STREPTOGRISIN-B;                                           
 154:  1p01-A 11.8  2.8  147   199   19 PDB  MOLECULE: ALPHA-LYTIC PROTEASE;                                      
 155:  2oua-A 11.7  2.8  140   188   16 PDB  MOLECULE: SERINE PROTEASE;                                           
 156:  2ea3-A 11.7  2.7  140   183   18 PDB  MOLECULE: CHYMOTRYPSIN;                                              
 157:  5jxf-A 11.7  3.1  166   696   13 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 158:  1hpg-A 11.5  2.7  142   187   16 PDB  MOLECULE: GLUTAMIC ACID SPECIFIC PROTEASE;                           
 159:  1lvm-A 11.5  3.1  151   229   13 PDB  MOLECULE: CATALYTIC DOMAIN OF THE NUCLEAR INCLUSION                  
 160:  2in2-A 11.5  3.6  152   182   16 PDB  MOLECULE: PICORNAIN 3C;                                              
 161:  5jwg-A 11.4  3.0  165   705   18 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 162:  3wom-A 11.2  3.1  167   699   14 PDB  MOLECULE: DIPEPTIDYL AMINOPEPTIDASE BII;                             
 163:  2pfe-A 11.1  2.9  140   186   21 PDB  MOLECULE: ALKALINE SERINE PROTEASE;                                  
 164:  1wxr-A 10.7  2.6  156  1035   15 PDB  MOLECULE: HAEMOGLOBIN PROTEASE;                                      
 165:  1rgq-B 10.6  2.8  128   186   15 PDB  MOLECULE: NS3 PROTEASE;                                              
 166:  1mbm-A 10.4  2.7  130   198   13 PDB  MOLECULE: CHYMOTRYPSIN-LIKE SERINE PROTEASE;                         
 167:  2lnc-A  9.8  3.4  138   188   10 PDB  MOLECULE: 3C-LIKE PROTEASE;                                          
 168:  3d23-B  9.5  2.7  130   301   12 PDB  MOLECULE: 3C-LIKE PROTEINASE;                                        
 169:  1svp-A  9.4  3.5  134   160   14 PDB  MOLECULE: SINDBIS VIRUS CAPSID PROTEIN;                              
 170:  5wdx-A  9.4  3.6  130   642   12 PDB  MOLECULE: JFH-1 NS3;                                                 
 171:  2q6d-B  9.3  2.8  133   307   11 PDB  MOLECULE: INFECTIOUS BRONCHITIS VIRUS (IBV) MAIN PROTEASE;           
 172:  1lvo-D  9.1  2.9  129   301   12 PDB  MOLECULE: REPLICASE, HYDROLASE DOMAIN;                               
 173:  2yy4-A  9.0  2.8  130   310   14 PDB  MOLECULE: REPLICASE POLYPROTEIN 1AB;                                 
 174:  2hrv-A  8.5  3.1  117   139   18 PDB  MOLECULE: 2A CYSTEINE PROTEINASE;                                    
 175:  1hia-A  8.2  1.7   66    80   56 PDB  MOLECULE: KALLIKREIN;                                                
 176:  3u1i-B  7.8  3.5  123   168   12 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B;                              
 177:  1z8r-A  7.0  3.4  119   150   15 PDB  MOLECULE: COXSACKIEVIRUS B4 POLYPROTEIN;                             
 178:  1kdq-B  6.4  1.9   78    95   37 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 179:  1cu1-A  6.2  3.5  135   645   13 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           


Results: 20191114_JHL_1b0f
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  1b0f-A 45.4  0.1  218   218  100 PDB  MOLECULE: PROTEIN (ELASTASE);                                        
   2:  1fuj-A 40.0  0.8  218   221   55 PDB  MOLECULE: PR3;                                                       
   3:  1fy1-A 36.6  1.1  215   225   45 PDB  MOLECULE: HEPARIN-BINDING PROTEIN;                                   
   4:  4q7x-A 35.6  1.3  218   235   38 PDB  MOLECULE: SERINE PROTEASE 57;                                        
   5:  1elt-A 35.0  1.3  213   236   37 PDB  MOLECULE: ELASTASE;                                                  
   6:  1ekb-B 34.8  1.4  217   235   33 PDB  MOLECULE: ENTEROPEPTIDASE;                                           
   7:  2bdb-A 34.8  1.3  215   242   39 PDB  MOLECULE: ELASTASE-1;                                                
   8:  4dgj-A 34.8  1.4  217   235   30 PDB  MOLECULE: ENTEROPEPTIDASE CATALYTIC LIGHT CHAIN;                     
   9:  3w94-A 34.8  1.5  217   235   33 PDB  MOLECULE: ENTEROPEPTIDASE-1;                                         
  10:  4h4f-A 34.6  1.4  215   239   37 PDB  MOLECULE: CHYMOTRYPSIN-C;                                            
  11:  1bru-P 34.4  1.5  215   241   37 PDB  MOLECULE: ELASTASE;                                                  
  12:  4bnr-A 34.3  1.4  215   237   34 PDB  MOLECULE: HEPATOPANCREAS TRYPSIN;                                    
  13:  4nff-A 34.2  1.4  212   230   33 PDB  MOLECULE: KALLIKREIN-2;                                              
  14:  1h4w-A 34.1  1.3  210   224   35 PDB  MOLECULE: TRYPSIN IVA;                                               
  15:  2psx-A 33.9  1.3  211   227   31 PDB  MOLECULE: KALLIKREIN-5;                                              
  16:  1g3c-A 33.9  1.3  210   225   34 PDB  MOLECULE: BETA-TRYPSIN;                                              
  17:  1ym0-A 33.8  1.4  215   238   31 PDB  MOLECULE: FIBRINOTIC ENZYME COMPONENT B;                             
  18:  1trn-A 33.8  1.4  210   224   35 PDB  MOLECULE: TRYPSIN;                                                   
  19:  1an1-E 33.8  1.3  210   223   36 PDB  MOLECULE: TRYPSIN;                                                   
  20:  2zgc-A 33.7  1.5  214   231   36 PDB  MOLECULE: GRANZYME M;                                                
  21:  1eq9-A 33.7  1.5  210   222   37 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  22:  1npm-A 33.4  1.4  209   223   29 PDB  MOLECULE: NEUROPSIN;                                                 
  23:  3rp2-A 33.3  1.5  210   224   33 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
  24:  1spj-A 33.2  1.4  212   236   30 PDB  MOLECULE: KALLIKREIN 1;                                              
  25:  1azz-A 33.1  1.6  212   226   37 PDB  MOLECULE: COLLAGENASE;                                               
  26:  2zch-P 33.1  1.5  212   237   33 PDB  MOLECULE: PROSTATE-SPECIFIC ANTIGEN;                                 
  27:  1au8-A 33.1  1.6  210   225   37 PDB  MOLECULE: CATHEPSIN G;                                               
  28:  5fcr-A 33.0  1.5  212   230   34 PDB  MOLECULE: COMPLEMENT FACTOR D;                                       
  29:  2eek-A 33.0  1.9  210   220   32 PDB  MOLECULE: TRYPSIN-1;                                                 
  30:  1bit-A 33.0  1.9  210   222   35 PDB  MOLECULE: TRYPSIN;                                                   
  31:  1fi8-B 32.9  1.6  210   227   34 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
  32:  1m9u-A 32.9  1.6  215   241   31 PDB  MOLECULE: EARTHWORM FIBRINOLYTIC ENZYME;                             
  33:  1euf-A 32.9  1.6  210   224   37 PDB  MOLECULE: DUODENASE;                                                 
  34:  3e0n-B 32.9  1.5  216   254   31 PDB  MOLECULE: PROSTASIN;                                                 
  35:  1klt-A 32.8  1.6  210   226   34 PDB  MOLECULE: CHYMASE;                                                   
  36:  2qxg-A 32.8  1.5  210   225   28 PDB  MOLECULE: KALLIKREIN-7;                                              
  37:  1a0j-A 32.8  1.6  210   223   34 PDB  MOLECULE: TRYPSIN;                                                   
  38:  5jb8-S 32.8  1.6  213   236   30 PDB  MOLECULE: COAGULATION FACTOR IX;                                     
  39:  1amh-A 32.8  1.4  210   223   35 PDB  MOLECULE: ANIONIC TRYPSIN;                                           
  40:  1fiw-A 32.7  1.5  216   260   33 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  41:  1pq5-A 32.7  1.6  211   225   29 PDB  MOLECULE: TRYPSIN;                                                   
  42:  2oq5-A 32.5  1.6  212   232   27 PDB  MOLECULE: TRANSMEMBRANE PROTEASE, SERINE 11E;                        
  43:  1yc0-A 32.4  1.6  216   247   32 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR ACTIVATOR;                        
  44:  1ao5-A 32.4  1.4  212   236   29 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
  45:  3f6u-H 32.4  1.5  212   241   29 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
  46:  1op8-A 32.2  1.7  214   234   36 PDB  MOLECULE: GRANZYME A;                                                
  47:  2rdl-A 32.2  1.7  210   226   36 PDB  MOLECULE: CHYMASE 2;                                                 
  48:  1fiz-A 32.2  1.5  216   263   33 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  49:  1sgf-G 32.2  1.5  212   232   30 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  50:  3tk9-A 32.0  1.7  209   226   34 PDB  MOLECULE: GRANZYME H;                                                
  51:  3fzz-A 31.8  1.7  209   227   33 PDB  MOLECULE: GRANZYME C;                                                
